name,date,type,comment,potentials
2021-05-26 LAMMPS versions updated to replace INF and NaN values with real numbers,2021-05-26,updated posting,LAMMPS versions updated to replace INF and NaN values with real numbers,"[{'id': '2011--Bonny-G-Pasianot-R-C-Terentyev-D-Malerba-L--Fe-Cr', 'key': 'c42c513a-f843-41c4-ba4f-3f31316c6a7b', 'dois': [], 'elements': ['Fe', 'Cr'], 'othername': None, 'fictional': False}, {'id': '2013--Bonny-G-Castin-N-Bullens-J-et-al--Fe-Cr-W', 'key': 'd0b8ed5d-d5bf-4e22-acfb-ccf84a87690b', 'dois': [], 'elements': ['Fe', 'Cr', 'W'], 'othername': None, 'fictional': False}, {'id': '2011--Bonny-G-Terentyev-D-Pasianot-R-C-et-al--Fe-Ni-Cr', 'key': '17676f3f-5287-4bb9-892a-0bfe9b1fb160', 'dois': [], 'elements': ['Fe', 'Ni', 'Cr'], 'othername': None, 'fictional': False}]"
2021-05-26 New posting for Zr-Nb,2021-05-26,new posting,New posting for Zr-Nb,"[{'id': '2021--Starikov-S-Smirnova-D--Zr-Nb', 'key': 'fa000d07-cf5d-474f-8407-5fa5b41a79f1', 'dois': [], 'elements': ['Zr', 'Nb'], 'othername': None, 'fictional': False}]"
2021-07-06 New posting for Fe,2021-07-06,new posting,New posting for Fe,"[{'id': '2021--Starikov-S-Smirnova-D-Pradhan-T-et-al--Fe', 'key': '48617ddd-9e54-40ad-b65b-3ce6ea580075', 'dois': [], 'elements': ['Fe'], 'othername': None, 'fictional': False}]"
2021-07-06 New posting for Fe-H,2021-07-06,new posting,New posting for Fe-H,"[{'id': '2021--Wen-M--Fe-H', 'key': 'a32373ef-05b0-419e-b346-6ba5c6b36f61', 'dois': [], 'elements': ['Fe', 'H'], 'othername': None, 'fictional': False}]"
2021-07-16 New posting for Bi,2021-07-16,new posting,New posting for Bi,"[{'id': '2021--Zhou-H-Dickel-D-E-Baskes-M-I-et-al--Bi', 'key': '0aa1b65e-0641-4845-bab6-ca6b0ed589ce', 'dois': [], 'elements': ['Bi'], 'othername': None, 'fictional': False}]"
2021-07-16 New posting for Fe in the Earth's core,2021-07-16,new posting,New posting for Fe in the Earth's core,"[{'id': '2021--Mendelev-M-I--Fe', 'key': '186a42fa-0cef-40ad-96da-f8cc1b820824', 'dois': [], 'elements': ['Fe'], 'othername': None, 'fictional': False}]"
2021-08-27 New posting for 2NN MEAM Cu-C,2021-08-27,new posting,New posting for 2NN MEAM Cu-C,"[{'id': '2021--Agrawal-A-Mirzaeifar-R--Cu-C', 'key': '28ed87ac-c6ae-48c5-90e7-494e9ff36e3e', 'dois': [], 'elements': ['Cu', 'C'], 'othername': None, 'fictional': False}]"
2021-10-15 New postings for 2NN-MEAM Al binary alloys for room temperature and above,2021-10-15,new posting,New postings for 2NN-MEAM Al binary alloys for room temperature and above,"[{'id': '2022--Mahata-A-Mukhopadhyay-T-Zaeem-M-A--Al-Cu', 'key': '98bc1386-8d7c-40e5-a846-91514963f78a', 'dois': [], 'elements': ['Al', 'Cu'], 'othername': None, 'fictional': False}, {'id': '2022--Mahata-A-Mukhopadhyay-T-Zaeem-M-A--Al-Fe', 'key': 'a4314f67-12a7-4b6b-95eb-0e9c4f3412a8', 'dois': [], 'elements': ['Al', 'Fe'], 'othername': None, 'fictional': False}, {'id': '2022--Mahata-A-Mukhopadhyay-T-Zaeem-M-A--Al-Ni', 'key': '02a5e5f6-44aa-4e94-a981-2000bbc69617', 'dois': [], 'elements': ['Al', 'Ni'], 'othername': None, 'fictional': False}]"
2021-10-26 New posting for random CoCrFeMnNi alloys,2021-10-26,new posting,New posting for random CoCrFeMnNi alloys,"[{'id': '2020--Groger-R-Vitek-V-Dlouhy-A--Co-Cr-Fe-Mn-Ni', 'key': 'd953d8af-5b8e-4d00-9607-084f0462e586', 'dois': [], 'elements': ['Co', 'Cr', 'Fe', 'Mn', 'Ni'], 'othername': None, 'fictional': False}]"
2021-11-16 New posting for W to study vacancy clusters,2021-11-16,new posting,New posting for W to study vacancy clusters,"[{'id': '2017--Mason-D-R-Nguyen-Manh-D-Becquart-C-S--W', 'key': '1b187d17-67f7-47d8-8f89-93a0903a7c65', 'dois': [], 'elements': ['W'], 'othername': None, 'fictional': False}]"
2022-01-12 New version added that fixes issues with non-magnetic Fe model,2022-01-12,updated posting,New version added that fixes issues with non-magnetic Fe model,"[{'id': '2021--Starikov-S-Smirnova-D-Pradhan-T-et-al--Fe', 'key': '48617ddd-9e54-40ad-b65b-3ce6ea580075', 'dois': [], 'elements': ['Fe'], 'othername': None, 'fictional': False}]"
2022-02-24 New posting for Ni-Nb alloys,2022-02-24,new posting,New posting for Ni-Nb alloys,"[{'id': '2022--Mendelev-M-I--Ni-Nb', 'key': '1e4c5579-e3e7-4a37-a3e9-f68cc62fc544', 'dois': [], 'elements': ['Ni', 'Nb'], 'othername': None, 'fictional': False}]"
2022-03-11 New postings for Ti3AlC2 and Ti3SiC2 MAX phase,2022-03-11,new posting,New postings for Ti<sub>3</sub>AlC<sub>2</sub> and Ti<sub>3</sub>SiC<sub>2</sub> MAX phases,"[{'id': '2019--Plummer-G-Tucker-G-J--Ti-Al-C', 'key': '22170c58-2da3-4fd3-875a-54ccc7c985e9', 'dois': [], 'elements': ['Ti', 'Al', 'C'], 'othername': None, 'fictional': False}, {'id': '2019--Plummer-G-Tucker-G-J--Ti-Si-C', 'key': '561979df-45bb-4839-aa12-f68649d4dbc9', 'dois': [], 'elements': ['Ti', 'Si', 'C'], 'othername': None, 'fictional': False}, {'id': '2021--Plummer-G-Rathod-H-Srivastava-A-et-al--Ti-Al-C', 'key': 'fdf6d929-52c1-4cd2-afd2-363b440dd812', 'dois': [], 'elements': ['Ti', 'Al', 'C'], 'othername': None, 'fictional': False}]"
2022-03-24 New posting for W,2022-03-24,new posting,New posting for W,"[{'id': '2022--Hiremath-P-Melin-S-Bitzek-E-Olsson-P-A-T--W', 'key': '117bd46d-2b06-48ce-97c0-c1d94dcb89b4', 'dois': [], 'elements': ['W'], 'othername': None, 'fictional': False}]"
2022-04-06 New postings for Ni-Rh and Ni-Pd,2022-04-06,new posting,New postings for Ni-Rh and Ni-Pd,"[{'id': '2022--Xu-Y-Wang-G-Qian-P-Su-Y--Ni-Rh', 'key': '305f3a4a-c546-442c-a466-4ef29001886d', 'dois': [], 'elements': ['Ni', 'Rh'], 'othername': None, 'fictional': False}, {'id': '2022--Xu-Y-Wang-G-Qian-P-Su-Y--Ni-Pd', 'key': 'fb4207e5-4d66-481e-b409-640b4f9004b0', 'dois': [], 'elements': ['Ni', 'Pd'], 'othername': None, 'fictional': False}]"
2022-04-15 New postings for Al and Ta PINN potentials,2022-04-15,new posting,New postings for Al and Ta PINN potentials,"[{'id': '2020--Purja-Pun-G-P-Yamakov-V-Hickman-J-et-al--Al', 'key': '5eda9f8d-fd60-4030-801b-ffe61f5cb6d3', 'dois': [], 'elements': ['Al'], 'othername': None, 'fictional': False}, {'id': '2022--Lin-Y-S-Purja-Pun-G-P-Mishin-Y--Ta', 'key': '2e58b6c5-0662-4fb7-a041-8a99e628d0af', 'dois': [], 'elements': ['Ta'], 'othername': None, 'fictional': False}]"
2022-05-03 New posting for Fe-Cr-H potential,2022-05-03,new posting,New posting for Fe-Cr-H potential,"[{'id': '2022--Starikov-S-Smirnova-D-Pradhan-T-et-al--Fe-Cr-H', 'key': '226a6b8c-134e-4987-aa4f-0b89c9ac7871', 'dois': [], 'elements': ['Fe', 'Cr', 'H'], 'othername': None, 'fictional': False}]"
"2022-05-09 New postings for Ag, Au and Ag-Au",2022-05-09,new posting,"New postings for Ag, Au and Ag-Au","[{'id': '2022--Alvi-S-M-A-A-Faiyad-A-Munshi-M-A-M-et-al--Ag', 'key': '22642765-5ace-47d3-9af9-072bda5e8ae8', 'dois': [], 'elements': ['Ag'], 'othername': None, 'fictional': False}, {'id': '2022--Alvi-S-M-A-A-Faiyad-A-Munshi-M-A-M-et-al--Au', 'key': 'b93371f4-c3fa-4649-964d-7a4a15f22e67', 'dois': [], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '2022--Alvi-S-M-A-A-Faiyad-A-Munshi-M-A-M-et-al--Ag-Au', 'key': '8935ea3d-c46c-446d-8103-0c38771d92a1', 'dois': [], 'elements': ['Ag', 'Au'], 'othername': None, 'fictional': False}]"
2022-05-20 New posting for Zr focusing on point defects,2022-05-20,new posting,New posting for Zr focusing on point defects,"[{'id': '2022--Zhou-M-Fu-B-Hou-Q-et-al--Zr', 'key': '13d50aa9-4d67-42c4-bab6-74d8139fcc94', 'dois': [], 'elements': ['Zr'], 'othername': None, 'fictional': False}]"
2022-06-07 New postings for ZrB2 and HfB2,2022-06-07,new posting,New postings for ZrB<sub>2</sub> and HfB<sub>2</sub>,"[{'id': '2011--Daw-M-S-Lawson-J-W-Bauschlicher-C-W--Zr-B', 'key': 'f51f7190-6a05-4e51-b8b3-2df8b3c30286', 'dois': [], 'elements': ['Zr', 'B'], 'othername': None, 'fictional': False}, {'id': '2011--Daw-M-S-Lawson-J-W-Bauschlicher-C-W--Hf-B', 'key': 'b3261dd4-bf38-491f-b2aa-b5e5d8d57a70', 'dois': [], 'elements': ['Hf', 'B'], 'othername': None, 'fictional': False}]"
2022-07-07 New posting for Nb,2022-07-07,new posting,New posting for Nb,"[{'id': '2019--Yang-C-Qi-L--Nb', 'key': '3c66420a-7a44-424a-a845-7839c77fdd2a', 'dois': [], 'elements': ['Nb'], 'othername': None, 'fictional': False}]"
"2022-08-09 New GAP postings for HfO2 and molten LiCl, LiCl-KCl",2022-08-09,new posting,"New GAP postings for HfO2 and molten LiCl, LiCl-KCl","[{'id': '2022--Guo-J-Ward-L-Babuji-Y-et-al--Li-K-Cl', 'key': '2b40fce7-360b-4fc8-9b1e-28787978181f', 'dois': [], 'elements': ['Li', 'K', 'Cl'], 'othername': None, 'fictional': False}, {'id': '2021--Sivaraman-G-Guo-J-Ward-L-et-al--Li-Cl', 'key': '5d796860-f197-4918-a90d-e82795631370', 'dois': [], 'elements': ['Li', 'Cl'], 'othername': None, 'fictional': False}, {'id': '2021--Sivaraman-G-Gallington-L-Krishnamoorthy-A-N-et-al--Hf-O', 'key': '572290c9-38f7-4525-b54d-9e0b25b03376', 'dois': [], 'elements': ['Hf', 'O'], 'othername': None, 'fictional': False}]"
2022-08-09 New ML postings for NiTi shape memory alloy,2022-08-09,new posting,New ML postings for NiTi shape memory alloy,"[{'id': '2022--Tang-H-Zhang-Y-Li-Q-et-al--Ni-Ti-v1', 'key': 'ee85694e-6eb5-4dd1-bbb2-40cd6d602b69', 'dois': [], 'elements': ['Ni', 'Ti'], 'othername': None, 'fictional': False}, {'id': '2022--Tang-H-Zhang-Y-Li-Q-et-al--Ni-Ti-v2', 'key': '7d3b6324-7a69-42f8-b6bb-1cba357b7f77', 'dois': [], 'elements': ['Ni', 'Ti'], 'othername': None, 'fictional': False}]"
